1,0,0,100
2,0,1,100
3,0,2,100
4,0,3,100
5,0,4,100
6,0,5,100
7,0,6,100
8,0,7,100
9,0,8,100
10,0,9,100
11,0,10,100
12,0,11,100
13,0,12,100
14,0,13,100
15,0,14,100
16,0,15,100
17,0,16,100
18,0,17,100
19,0,18,100
20,0,19,100
21,0,20,100
22,0,21,100
23,0,22,100
24,0,23,100
25,0,24,100
26,0,25,100
27,0,26,100
28,0,27,100
29,0,28,100
30,0,29,100
31,0,30,100
32,0,31,100
33,0,32,100
34,0,33,100
35,0,34,100
36,0,35,100
37,0,36,100
38,0,37,100
39,0,38,100
40,0,39,100
41,0,40,100
42,0,41,100
43,0,42,100
44,0,43,100
45,0,44,100
46,0,45,100
47,0,46,100
48,0,47,100
49,0,48,100
50,0,49,100
51,0,50,100
52,0,51,100
53,0,52,100
54,0,53,100
55,0,54,100
56,0,55,100
57,0,56,100
58,0,57,100
59,0,58,100
60,0,59,100
61,0,60,100
62,0,61,100
63,0,62,100
64,0,63,100
65,0,64,100
66,0,65,100
67,0,66,100
68,0,67,100
69,0,68,100
70,0,69,100
71,0,70,100
72,0,71,100
73,0,72,100
74,0,73,100
75,0,74,100
76,0,75,100
77,0,76,100
78,0,77,100
79,0,78,100
80,0,79,100
81,0,80,100
82,0,81,100
83,0,82,100
84,0,83,100
85,0,84,100
86,0,85,100
87,0,86,100
88,0,87,100
89,0,88,100
90,0,89,100
91,0,90,100
92,0,91,100
93,0,92,100
94,0,93,100
95,0,94,100
96,0,95,100
97,0,96,100
98,0,97,100
99,0,98,100
100,0,99,100
101,0,100,100
102,0,101,100
103,0,102,100
104,0,103,100
105,0,104,100
106,0,105,100
107,0,106,100
108,0,107,100
109,0,108,100
110,0,109,100
111,0,110,100
112,0,111,100
113,0,112,100
114,0,113,100
115,0,114,100
116,0,115,100
117,0,116,100
118,0,117,100
119,0,118,100
120,0,119,100
121,0,120,100
122,0,121,100
123,0,122,100
124,0,123,100
125,0,124,100
126,0,125,100
127,0,126,100
128,0,127,100
129,0,128,100
130,0,129,100
131,0,130,100
132,0,131,100
